Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merk_Hp,Digital_Interest,Location Type
Yogyakarta,22:49,User_617,user617@gmail.com,82633306226,1993,Samsung,Social Media,Kota
Bandung,6:30,User_618,user618@gmail.com,84018095963,1972,Samsung,Social Media,Desa
Bandung,22:37,User_619,user619@gmail.com,82594265015,1992,Oppo,Shopping,Desa
Semarang,20:22,User_620,user620@gmail.com,87410045034,1995,Apple,Shopping,Kota
Solo,0:50,User_621,user621@gmail.com,89884312417,1989,Vivo,Gaming,Kota
Jakarta,0:25,User_622,user622@gmail.com,87751693956,2006,Xiaomi,Shopping,Desa
Jakarta,2:46,User_623,user623@gmail.com,84470850886,2010,Apple,Shopping,Desa
Semarang,11:16,User_624,user624@gmail.com,81751644670,1970,Oppo,Shopping,Kota
Denpasar,7:13,User_625,user625@gmail.com,86351486255,1981,Vivo,Social Media,Desa
Bandung,5:45,User_626,user626@gmail.com,86827297896,2006,Xiaomi,Social Media,Desa
Surabaya,13:15,User_627,user627@gmail.com,86353666298,1978,Redmi,Shopping,Desa
Jakarta,21:00,User_628,user628@gmail.com,85800520520,1983,Oppo,Gaming,Kota
Semarang,12:25,User_629,user629@gmail.com,86648938532,1979,Vivo,Streaming,Desa
Solo,15:18,User_630,user630@gmail.com,84459220113,1996,Vivo,Gaming,Kota
Yogyakarta,7:07,User_631,user631@gmail.com,88943059894,1992,Apple,Shopping,Desa
Solo,23:27,User_632,user632@gmail.com,88660952705,2004,Vivo,Social Media,Kota
Depok,12:46,User_633,user633@gmail.com,89717919833,2007,Apple,Gaming,Desa
Balikpapan,6:38,User_634,user634@gmail.com,85645921156,2004,Apple,Streaming,Desa
Semarang,0:18,User_635,user635@gmail.com,83598418991,2000,Oppo,Streaming,Kota
Semarang,20:26,User_636,user636@gmail.com,82509984110,1975,Oppo,Shopping,Kota
Surabaya,6:34,User_637,user637@gmail.com,88993037203,2007,Samsung,Shopping,Desa
Semarang,4:03,User_638,user638@gmail.com,82611886624,1977,Apple,Streaming,Kota
Solo,14:48,User_639,user639@gmail.com,86848569443,2002,Oppo,Streaming,Desa
Bekasi,21:38,User_640,user640@gmail.com,84821285542,1994,Redmi,Gaming,Desa
Bandung,14:06,User_641,user641@gmail.com,83686238427,1974,Vivo,Streaming,Desa
Bandung,7:31,User_642,user642@gmail.com,81122174770,1977,Apple,Social Media,Kota
Bekasi,13:50,User_643,user643@gmail.com,85879214399,1981,Redmi,Streaming,Desa
Balikpapan,3:16,User_644,user644@gmail.com,81692657468,2004,Redmi,Gaming,Kota
Yogyakarta,11:06,User_645,user645@gmail.com,89896978883,1980,Samsung,Shopping,Kota
Balikpapan,9:26,User_646,user646@gmail.com,88552984600,1972,Redmi,Gaming,Kota
Balikpapan,13:42,User_647,user647@gmail.com,85675664179,1986,Xiaomi,Shopping,Desa
Semarang,0:47,User_648,user648@gmail.com,86782784925,2008,Vivo,Streaming,Desa
Surabaya,14:31,User_649,user649@gmail.com,83468438438,1999,Samsung,Shopping,Kota
Bandung,5:52,User_650,user650@gmail.com,84812558561,1992,Redmi,Shopping,Desa
Depok,5:07,User_651,user651@gmail.com,82086652771,1981,Oppo,Gaming,Kota
Yogyakarta,23:48,User_652,user652@gmail.com,89660363609,1997,Apple,Streaming,Kota
Denpasar,11:49,User_653,user653@gmail.com,83967818112,2006,Apple,Social Media,Kota
Yogyakarta,8:54,User_654,user654@gmail.com,86599394925,1981,Redmi,Streaming,Desa
Surabaya,10:52,User_655,user655@gmail.com,85831443905,1973,Vivo,Shopping,Kota
Bekasi,20:36,User_656,user656@gmail.com,89294570626,2010,Apple,Gaming,Kota
Depok,15:43,User_657,user657@gmail.com,86382646046,1978,Xiaomi,Streaming,Kota
Depok,20:16,User_658,user658@gmail.com,86930073707,2003,Oppo,Social Media,Desa
Bekasi,13:36,User_659,user659@gmail.com,84369186906,1976,Oppo,Social Media,Desa
Solo,8:23,User_660,user660@gmail.com,86256562557,1978,Redmi,Gaming,Desa
Balikpapan,22:14,User_661,user661@gmail.com,89893513280,1977,Vivo,Shopping,Desa
Surabaya,19:30,User_662,user662@gmail.com,87022435498,1972,Redmi,Gaming,Kota
Bandung,0:17,User_663,user663@gmail.com,87576139808,1993,Redmi,Streaming,Kota
Bandung,12:28,User_664,user664@gmail.com,83291589236,1971,Samsung,Social Media,Kota
Yogyakarta,1:31,User_665,user665@gmail.com,88796382562,2000,Xiaomi,Social Media,Kota
Depok,14:28,User_666,user666@gmail.com,87279413511,1983,Vivo,Gaming,Kota
Balikpapan,2:06,User_667,user667@gmail.com,85803339861,1972,Oppo,Shopping,Kota
Bandung,9:04,User_668,user668@gmail.com,89221341091,2000,Samsung,Streaming,Desa
Semarang,8:28,User_669,user669@gmail.com,84176583664,2000,Redmi,Social Media,Desa
Solo,8:54,User_670,user670@gmail.com,87536111695,2006,Oppo,Streaming,Kota
Bekasi,5:23,User_671,user671@gmail.com,87622815814,1999,Xiaomi,Shopping,Kota
Jakarta,22:33,User_672,user672@gmail.com,83421735342,1996,Xiaomi,Shopping,Kota
Jakarta,12:10,User_673,user673@gmail.com,89227074428,1996,Vivo,Streaming,Desa
Surabaya,15:06,User_674,user674@gmail.com,89618394350,1992,Oppo,Gaming,Desa
Denpasar,10:35,User_675,user675@gmail.com,83175660090,1996,Samsung,Shopping,Kota
Solo,19:53,User_676,user676@gmail.com,87172221795,2006,Samsung,Shopping,Kota
Bekasi,1:49,User_677,user677@gmail.com,89343365180,1980,Vivo,Streaming,Desa
Surabaya,13:16,User_678,user678@gmail.com,81395215912,1992,Apple,Social Media,Kota
Yogyakarta,10:06,User_679,user679@gmail.com,89865141827,2009,Oppo,Streaming,Kota
Jakarta,9:19,User_680,user680@gmail.com,86759281653,1986,Samsung,Shopping,Kota
Depok,18:03,User_681,user681@gmail.com,86026811948,2006,Oppo,Gaming,Desa
Yogyakarta,6:32,User_682,user682@gmail.com,84699515594,1979,Apple,Social Media,Desa
Balikpapan,10:50,User_683,user683@gmail.com,88683655651,1978,Xiaomi,Social Media,Desa
Yogyakarta,4:23,User_684,user684@gmail.com,86431957628,1988,Samsung,Social Media,Desa
Bekasi,8:30,User_685,user685@gmail.com,89572539596,1993,Redmi,Streaming,Desa
Yogyakarta,16:06,User_686,user686@gmail.com,86192488731,1973,Xiaomi,Streaming,Kota
Solo,6:35,User_687,user687@gmail.com,81742263135,2006,Oppo,Shopping,Desa
Depok,7:29,User_688,user688@gmail.com,87189251295,1995,Redmi,Streaming,Kota
Balikpapan,18:28,User_689,user689@gmail.com,84141839659,1980,Xiaomi,Streaming,Kota
Yogyakarta,10:19,User_690,user690@gmail.com,82839297932,1981,Oppo,Streaming,Desa
Yogyakarta,22:13,User_691,user691@gmail.com,86082179033,2006,Apple,Streaming,Desa
Depok,14:51,User_692,user692@gmail.com,84994535354,2005,Redmi,Gaming,Kota
Yogyakarta,2:03,User_693,user693@gmail.com,83959145754,1974,Redmi,Gaming,Kota
Surabaya,17:15,User_694,user694@gmail.com,81987949978,1993,Apple,Shopping,Desa
Jakarta,14:56,User_695,user695@gmail.com,86774982215,1985,Xiaomi,Streaming,Desa
Denpasar,6:43,User_696,user696@gmail.com,84555545612,1977,Oppo,Social Media,Kota
Jakarta,1:42,User_697,user697@gmail.com,88501200668,1976,Apple,Streaming,Desa
Bandung,8:28,User_698,user698@gmail.com,88486622767,1998,Redmi,Streaming,Kota
Surabaya,21:54,User_699,user699@gmail.com,82752855102,2010,Xiaomi,Streaming,Kota
Denpasar,5:23,User_700,user700@gmail.com,83589156687,1992,Apple,Gaming,Desa
Depok,22:32,User_701,user701@gmail.com,87627799938,1986,Apple,Streaming,Desa
Semarang,14:47,User_702,user702@gmail.com,87915942352,1992,Vivo,Social Media,Desa
Jakarta,11:39,User_703,user703@gmail.com,85660553623,1982,Oppo,Streaming,Desa
Surabaya,21:29,User_704,user704@gmail.com,89127632750,1986,Xiaomi,Streaming,Kota
Semarang,20:08,User_705,user705@gmail.com,86157824809,2001,Samsung,Gaming,Desa
Semarang,16:23,User_706,user706@gmail.com,84087850213,1980,Redmi,Social Media,Desa
Jakarta,4:37,User_707,user707@gmail.com,88635542709,1987,Redmi,Gaming,Desa
Denpasar,17:48,User_708,user708@gmail.com,88407234723,2001,Apple,Gaming,Kota
Bandung,15:24,User_709,user709@gmail.com,85242784119,1973,Samsung,Streaming,Desa
Bandung,19:27,User_710,user710@gmail.com,87811354518,1991,Oppo,Social Media,Desa
Depok,4:39,User_711,user711@gmail.com,87545476155,1991,Redmi,Streaming,Kota
Jakarta,1:54,User_712,user712@gmail.com,88582676866,1986,Samsung,Gaming,Desa
Denpasar,22:57,User_713,user713@gmail.com,89629485461,1984,Samsung,Streaming,Desa
Balikpapan,21:35,User_714,user714@gmail.com,85179425310,1983,Oppo,Shopping,Kota
Bekasi,13:14,User_715,user715@gmail.com,85217736850,2000,Samsung,Shopping,Desa
Depok,1:06,User_716,user716@gmail.com,82708306314,1980,Samsung,Shopping,Desa
Jakarta,20:54,User_717,user717@gmail.com,86144072861,1992,Oppo,Gaming,Desa
Jakarta,20:06,User_718,user718@gmail.com,89241140630,1984,Vivo,Social Media,Desa
Bandung,22:25,User_719,user719@gmail.com,82899593846,2008,Samsung,Social Media,Kota
Semarang,1:00,User_720,user720@gmail.com,86292766013,1972,Samsung,Shopping,Kota
Surabaya,19:01,User_721,user721@gmail.com,88289997449,1986,Vivo,Gaming,Kota
Denpasar,12:45,User_722,user722@gmail.com,83509583934,1998,Apple,Gaming,Desa
Bekasi,2:29,User_723,user723@gmail.com,84765262688,2008,Xiaomi,Social Media,Desa
Surabaya,16:07,User_724,user724@gmail.com,81899128319,1971,Vivo,Gaming,Kota
Depok,19:07,User_725,user725@gmail.com,81045906330,1981,Xiaomi,Social Media,Kota
Balikpapan,14:04,User_726,user726@gmail.com,81199686609,2000,Vivo,Shopping,Desa
Balikpapan,6:24,User_727,user727@gmail.com,81734852741,1998,Vivo,Shopping,Kota
Depok,17:04,User_728,user728@gmail.com,88912070995,2000,Vivo,Shopping,Desa
Denpasar,11:24,User_729,user729@gmail.com,84616417209,1995,Redmi,Social Media,Kota
Yogyakarta,18:35,User_730,user730@gmail.com,89468520607,1983,Oppo,Streaming,Desa
Semarang,2:21,User_731,user731@gmail.com,88660937407,1990,Samsung,Streaming,Kota
Denpasar,15:31,User_732,user732@gmail.com,86632987024,2004,Apple,Streaming,Kota
Solo,14:02,User_733,user733@gmail.com,88295620316,2007,Oppo,Social Media,Desa
Balikpapan,18:51,User_734,user734@gmail.com,81705446287,2006,Vivo,Shopping,Desa
Yogyakarta,11:21,User_735,user735@gmail.com,84243131948,1974,Vivo,Shopping,Desa
Jakarta,0:16,User_736,user736@gmail.com,86837004701,1985,Apple,Gaming,Desa
Semarang,16:43,User_737,user737@gmail.com,83290551442,1995,Xiaomi,Social Media,Desa
Yogyakarta,1:22,User_738,user738@gmail.com,87346762403,2007,Vivo,Streaming,Desa
Yogyakarta,7:19,User_739,user739@gmail.com,85643198088,2008,Vivo,Shopping,Kota
Yogyakarta,21:29,User_740,user740@gmail.com,86077408183,1997,Xiaomi,Social Media,Desa
Solo,23:56,User_741,user741@gmail.com,88107134303,2003,Oppo,Social Media,Desa
Jakarta,1:49,User_742,user742@gmail.com,84743691285,1988,Apple,Social Media,Kota
Depok,12:43,User_743,user743@gmail.com,85432733891,1973,Vivo,Social Media,Desa
Depok,20:09,User_744,user744@gmail.com,87850504932,1979,Samsung,Gaming,Kota
Yogyakarta,18:16,User_745,user745@gmail.com,85483256887,1970,Samsung,Gaming,Kota
Surabaya,8:20,User_746,user746@gmail.com,85281371438,1976,Redmi,Streaming,Desa
Jakarta,8:19,User_747,user747@gmail.com,85346265695,1990,Samsung,Streaming,Kota
Bandung,0:08,User_748,user748@gmail.com,83898542955,1989,Redmi,Gaming,Kota
Denpasar,9:25,User_749,user749@gmail.com,87657919503,1998,Oppo,Shopping,Kota
Depok,1:06,User_750,user750@gmail.com,84317223873,1990,Redmi,Gaming,Desa
Surabaya,8:48,User_751,user751@gmail.com,81500948244,1982,Vivo,Gaming,Kota
Surabaya,13:17,User_752,user752@gmail.com,87811117532,1988,Samsung,Gaming,Kota
Bandung,9:43,User_753,user753@gmail.com,89413753814,1978,Redmi,Social Media,Desa
Balikpapan,16:28,User_754,user754@gmail.com,84872784598,1999,Apple,Streaming,Kota
Bekasi,12:04,User_755,user755@gmail.com,86813999792,1972,Oppo,Shopping,Desa
Solo,18:19,User_756,user756@gmail.com,88525334257,1985,Samsung,Social Media,Kota
Balikpapan,21:46,User_757,user757@gmail.com,84350407516,1977,Oppo,Social Media,Desa
Yogyakarta,12:42,User_758,user758@gmail.com,88014865805,1994,Xiaomi,Shopping,Desa
Depok,8:13,User_759,user759@gmail.com,87370862529,2004,Apple,Shopping,Desa
Denpasar,9:33,User_760,user760@gmail.com,85731050892,1972,Redmi,Streaming,Kota
Semarang,22:32,User_761,user761@gmail.com,84464809481,1988,Xiaomi,Streaming,Desa
Depok,7:52,User_762,user762@gmail.com,84619073096,2009,Oppo,Shopping,Kota
Yogyakarta,0:05,User_763,user763@gmail.com,88670520129,1984,Vivo,Streaming,Kota
Bekasi,23:12,User_764,user764@gmail.com,82956400152,1996,Apple,Social Media,Desa
Balikpapan,10:42,User_765,user765@gmail.com,82289850531,2006,Redmi,Gaming,Desa
Surabaya,0:07,User_766,user766@gmail.com,86024604880,1981,Redmi,Shopping,Desa
Depok,8:29,User_767,user767@gmail.com,81959836623,2007,Oppo,Shopping,Kota
Yogyakarta,8:41,User_768,user768@gmail.com,86572933748,2001,Xiaomi,Shopping,Desa
Bandung,23:15,User_769,user769@gmail.com,81533017123,1989,Vivo,Gaming,Kota
Surabaya,1:22,User_770,user770@gmail.com,82928982084,1975,Vivo,Shopping,Desa
Denpasar,0:29,User_771,user771@gmail.com,81479544371,1997,Oppo,Gaming,Kota
Semarang,4:12,User_772,user772@gmail.com,83985522785,1997,Redmi,Social Media,Kota
Yogyakarta,13:03,User_773,user773@gmail.com,85277877149,1980,Xiaomi,Social Media,Desa
Balikpapan,9:26,User_774,user774@gmail.com,84709137011,1982,Oppo,Social Media,Kota
Bekasi,5:00,User_775,user775@gmail.com,86214974586,1975,Xiaomi,Social Media,Desa
Yogyakarta,7:30,User_776,user776@gmail.com,84971401389,1990,Vivo,Social Media,Kota
Depok,7:03,User_777,user777@gmail.com,85003744292,1985,Vivo,Gaming,Desa
Jakarta,12:38,User_778,user778@gmail.com,82967202931,2009,Apple,Gaming,Desa
Denpasar,22:18,User_779,user779@gmail.com,82427332449,1976,Samsung,Streaming,Desa
Balikpapan,8:08,User_780,user780@gmail.com,83631366989,1998,Oppo,Streaming,Desa
Depok,23:14,User_781,user781@gmail.com,86257550949,1975,Xiaomi,Streaming,Kota
Bandung,10:33,User_782,user782@gmail.com,82155981368,1977,Samsung,Social Media,Kota
Jakarta,22:55,User_783,user783@gmail.com,82281735760,1975,Vivo,Shopping,Kota
Bekasi,20:30,User_784,user784@gmail.com,88165925960,1976,Xiaomi,Shopping,Desa
Depok,14:55,User_785,user785@gmail.com,85698062356,1977,Vivo,Gaming,Desa
Denpasar,7:08,User_786,user786@gmail.com,87032502555,1990,Apple,Shopping,Desa
Semarang,0:36,User_787,user787@gmail.com,83743494522,1975,Apple,Gaming,Kota
Surabaya,15:34,User_788,user788@gmail.com,85255260009,1981,Xiaomi,Streaming,Kota
Balikpapan,6:55,User_789,user789@gmail.com,87378067923,1986,Oppo,Shopping,Kota
Solo,2:30,User_790,user790@gmail.com,89711908491,1979,Samsung,Gaming,Kota
Semarang,11:40,User_791,user791@gmail.com,82973498258,2006,Oppo,Streaming,Kota
Yogyakarta,22:37,User_792,user792@gmail.com,87304877177,2007,Oppo,Social Media,Desa
Solo,19:37,User_793,user793@gmail.com,87075160335,1970,Samsung,Streaming,Desa
Semarang,3:45,User_794,user794@gmail.com,88230726665,1990,Redmi,Shopping,Desa
Semarang,0:05,User_795,user795@gmail.com,89550475131,1981,Redmi,Social Media,Desa
Yogyakarta,11:10,User_796,user796@gmail.com,89354151460,1988,Redmi,Social Media,Kota
Semarang,17:59,User_797,user797@gmail.com,87832762601,2000,Vivo,Social Media,Kota
Depok,6:01,User_798,user798@gmail.com,82308709155,1994,Redmi,Gaming,Kota
Jakarta,14:47,User_799,user799@gmail.com,87245136528,2002,Xiaomi,Streaming,Kota
Solo,22:57,User_800,user800@gmail.com,81384981720,1993,Redmi,Social Media,Desa
Jakarta,22:17,User_801,user801@gmail.com,85108162449,2005,Xiaomi,Shopping,Desa
Depok,6:13,User_802,user802@gmail.com,88540476010,1980,Apple,Shopping,Desa
Denpasar,11:55,User_803,user803@gmail.com,83169512876,1987,Apple,Social Media,Kota
Denpasar,22:25,User_804,user804@gmail.com,86998241084,1988,Oppo,Gaming,Desa
Solo,19:59,User_805,user805@gmail.com,81083358983,1990,Oppo,Streaming,Kota
Bandung,10:50,User_806,user806@gmail.com,83553007551,1997,Xiaomi,Streaming,Kota
Bekasi,19:20,User_807,user807@gmail.com,88477706620,1981,Samsung,Social Media,Desa
Bandung,9:41,User_808,user808@gmail.com,89320109275,1995,Redmi,Streaming,Kota
Depok,16:19,User_809,user809@gmail.com,82500015796,1988,Apple,Social Media,Kota
Semarang,10:41,User_810,user810@gmail.com,83461313843,1990,Apple,Streaming,Desa
Bandung,13:22,User_811,user811@gmail.com,88173616687,2005,Apple,Shopping,Kota
Jakarta,8:47,User_812,user812@gmail.com,82881883277,1982,Oppo,Streaming,Desa
Denpasar,13:01,User_813,user813@gmail.com,81844529076,1978,Apple,Social Media,Kota
Bekasi,0:44,User_814,user814@gmail.com,82918088896,2005,Oppo,Shopping,Kota
Jakarta,21:32,User_815,user815@gmail.com,89833223417,1974,Redmi,Shopping,Desa
Yogyakarta,9:43,User_816,user816@gmail.com,81996436120,2007,Apple,Streaming,Kota
Jakarta,14:38,User_817,user817@gmail.com,85154392373,1979,Vivo,Gaming,Desa
Denpasar,7:20,User_818,user818@gmail.com,87962093673,1978,Apple,Gaming,Kota
Solo,8:48,User_819,user819@gmail.com,83660671495,2002,Apple,Shopping,Kota
Bandung,1:06,User_820,user820@gmail.com,86827590187,1987,Apple,Social Media,Desa
Semarang,2:27,User_821,user821@gmail.com,83167868382,1970,Samsung,Gaming,Desa
Balikpapan,7:59,User_822,user822@gmail.com,87200010369,1985,Oppo,Shopping,Desa
Denpasar,7:00,User_823,user823@gmail.com,88415695957,1982,Samsung,Gaming,Kota
Semarang,4:57,User_824,user824@gmail.com,86123607684,1993,Xiaomi,Gaming,Desa
Denpasar,6:47,User_825,user825@gmail.com,84910753842,1972,Oppo,Gaming,Kota
Balikpapan,20:31,User_826,user826@gmail.com,84691728742,1992,Apple,Gaming,Kota
Balikpapan,12:26,User_827,user827@gmail.com,82332264119,1982,Oppo,Streaming,Desa
Balikpapan,21:48,User_828,user828@gmail.com,84058146686,1976,Oppo,Streaming,Desa
Solo,6:01,User_829,user829@gmail.com,81295552714,1982,Apple,Shopping,Desa
Semarang,4:24,User_830,user830@gmail.com,83070148669,1975,Samsung,Shopping,Desa
Yogyakarta,19:41,User_831,user831@gmail.com,83649185825,2003,Vivo,Gaming,Kota
Semarang,17:22,User_832,user832@gmail.com,82993679413,1994,Apple,Shopping,Desa
Denpasar,1:33,User_833,user833@gmail.com,87246689403,1985,Oppo,Shopping,Kota
Depok,22:41,User_834,user834@gmail.com,81737551841,1971,Apple,Shopping,Kota
Jakarta,19:20,User_835,user835@gmail.com,82015593784,2000,Xiaomi,Gaming,Kota
Bekasi,18:33,User_836,user836@gmail.com,85333830771,2004,Xiaomi,Streaming,Kota
Solo,15:46,User_837,user837@gmail.com,83408306333,2007,Samsung,Shopping,Kota
Surabaya,2:16,User_838,user838@gmail.com,83497151669,1991,Samsung,Shopping,Kota
Depok,11:08,User_839,user839@gmail.com,86891481707,1993,Vivo,Streaming,Kota
Surabaya,6:24,User_840,user840@gmail.com,84197002466,1983,Oppo,Streaming,Kota
Jakarta,1:49,User_841,user841@gmail.com,88767622483,2010,Apple,Shopping,Desa
Depok,14:09,User_842,user842@gmail.com,88208071041,1995,Samsung,Streaming,Desa
Depok,19:06,User_843,user843@gmail.com,85874660350,1984,Apple,Shopping,Desa
Depok,3:45,User_844,user844@gmail.com,85221452691,1970,Oppo,Social Media,Desa
Surabaya,13:25,User_845,user845@gmail.com,84991172577,1996,Vivo,Shopping,Kota
Balikpapan,19:33,User_846,user846@gmail.com,86137711450,1972,Xiaomi,Shopping,Kota
Yogyakarta,20:40,User_847,user847@gmail.com,81691800966,1991,Xiaomi,Streaming,Desa
Semarang,19:12,User_848,user848@gmail.com,86405028584,2002,Redmi,Shopping,Kota
Jakarta,20:17,User_849,user849@gmail.com,83841269745,1992,Redmi,Streaming,Desa
Surabaya,2:06,User_850,user850@gmail.com,83232358969,1973,Samsung,Shopping,Kota
Semarang,12:30,User_851,user851@gmail.com,89415525558,1981,Oppo,Shopping,Kota
Surabaya,5:44,User_852,user852@gmail.com,83881620645,1982,Vivo,Social Media,Kota
Bekasi,15:02,User_853,user853@gmail.com,86946235757,1985,Redmi,Gaming,Desa
Semarang,23:54,User_854,user854@gmail.com,83451149323,2009,Vivo,Gaming,Desa
Balikpapan,7:31,User_855,user855@gmail.com,85523048432,1987,Vivo,Shopping,Desa
Bandung,4:07,User_856,user856@gmail.com,82635866893,1977,Oppo,Streaming,Kota
Depok,10:24,User_857,user857@gmail.com,88813095250,2003,Vivo,Streaming,Kota
Balikpapan,7:24,User_858,user858@gmail.com,84443644796,2000,Samsung,Social Media,Kota
Semarang,10:50,User_859,user859@gmail.com,85705626368,1974,Redmi,Social Media,Desa
Bandung,0:47,User_860,user860@gmail.com,87700913056,2009,Xiaomi,Social Media,Kota
Surabaya,8:50,User_861,user861@gmail.com,87220710943,2003,Samsung,Streaming,Kota
Yogyakarta,18:20,User_862,user862@gmail.com,81225654673,1986,Redmi,Gaming,Kota
Bandung,17:58,User_863,user863@gmail.com,85948821566,2005,Xiaomi,Shopping,Desa
Denpasar,0:16,User_864,user864@gmail.com,88246212182,1993,Samsung,Gaming,Kota
Semarang,8:09,User_865,user865@gmail.com,81064306072,2010,Vivo,Social Media,Desa
Bandung,1:00,User_866,user866@gmail.com,83916143147,1991,Vivo,Social Media,Desa
Bekasi,11:00,User_867,user867@gmail.com,83347399763,1996,Apple,Shopping,Desa
Depok,9:31,User_868,user868@gmail.com,82596740498,1974,Vivo,Streaming,Desa
Depok,12:25,User_869,user869@gmail.com,85002601552,1976,Vivo,Streaming,Desa
Balikpapan,10:23,User_870,user870@gmail.com,89925212567,1987,Xiaomi,Shopping,Desa
Semarang,11:28,User_871,user871@gmail.com,84017538416,1974,Samsung,Shopping,Desa
Semarang,15:12,User_872,user872@gmail.com,85151742347,1980,Redmi,Shopping,Kota
Depok,8:35,User_873,user873@gmail.com,84554521137,1996,Samsung,Shopping,Kota
Yogyakarta,1:47,User_874,user874@gmail.com,88098602602,1971,Redmi,Streaming,Desa
Surabaya,15:07,User_875,user875@gmail.com,82114270665,2007,Vivo,Shopping,Kota
Balikpapan,21:46,User_876,user876@gmail.com,84576398989,2000,Oppo,Streaming,Desa
Bekasi,18:29,User_877,user877@gmail.com,82960743526,1970,Xiaomi,Streaming,Desa
Solo,11:54,User_878,user878@gmail.com,82171706934,1999,Samsung,Gaming,Kota
Semarang,21:29,User_879,user879@gmail.com,89523619721,1971,Vivo,Streaming,Kota
Semarang,0:48,User_880,user880@gmail.com,81600606244,2002,Oppo,Shopping,Desa
Jakarta,6:50,User_881,user881@gmail.com,87390930368,1988,Apple,Shopping,Desa
Solo,11:10,User_882,user882@gmail.com,89293227220,1985,Apple,Streaming,Kota
Balikpapan,2:48,User_883,user883@gmail.com,87257564998,1998,Xiaomi,Social Media,Desa
Solo,22:03,User_884,user884@gmail.com,83901850816,1981,Apple,Shopping,Kota
Bekasi,11:23,User_885,user885@gmail.com,88017641934,1991,Xiaomi,Gaming,Kota
Semarang,4:07,User_886,user886@gmail.com,89861400028,2006,Xiaomi,Social Media,Kota
Solo,19:57,User_887,user887@gmail.com,84938568911,1980,Samsung,Gaming,Kota
Bekasi,18:26,User_888,user888@gmail.com,84325796582,1991,Vivo,Streaming,Kota
Jakarta,3:40,User_889,user889@gmail.com,88702075977,1992,Samsung,Shopping,Desa
Bekasi,14:05,User_890,user890@gmail.com,86902730488,2001,Xiaomi,Gaming,Desa
Jakarta,4:06,User_891,user891@gmail.com,89739993140,1986,Samsung,Shopping,Kota
Bandung,7:31,User_892,user892@gmail.com,83173938434,2010,Apple,Social Media,Kota
Surabaya,13:48,User_893,user893@gmail.com,89396438734,1998,Redmi,Streaming,Desa
Balikpapan,22:11,User_894,user894@gmail.com,82857263828,1987,Xiaomi,Gaming,Kota
Semarang,23:23,User_895,user895@gmail.com,86389188687,2007,Oppo,Gaming,Kota
Depok,2:27,User_896,user896@gmail.com,84296172080,1980,Redmi,Gaming,Desa
Jakarta,3:58,User_897,user897@gmail.com,82405665746,1997,Apple,Gaming,Desa
Semarang,22:51,User_898,user898@gmail.com,89824421296,1977,Redmi,Streaming,Desa
Bekasi,21:52,User_899,user899@gmail.com,86019269233,1985,Redmi,Social Media,Desa
Yogyakarta,5:23,User_900,user900@gmail.com,85671634324,2001,Xiaomi,Social Media,Kota
Balikpapan,1:43,User_901,user901@gmail.com,84914835060,2005,Vivo,Shopping,Desa
Semarang,13:08,User_902,user902@gmail.com,88593523417,1977,Oppo,Gaming,Desa
Yogyakarta,11:07,User_903,user903@gmail.com,85895831777,1978,Redmi,Gaming,Desa
Depok,14:15,User_904,user904@gmail.com,82532225439,1989,Xiaomi,Shopping,Desa
Semarang,16:44,User_905,user905@gmail.com,88949325217,1982,Apple,Streaming,Kota
Depok,6:35,User_906,user906@gmail.com,84314586991,1989,Apple,Streaming,Kota
Bandung,0:48,User_907,user907@gmail.com,82331170891,1984,Xiaomi,Social Media,Desa
Surabaya,4:47,User_908,user908@gmail.com,87007992508,1979,Redmi,Gaming,Desa
Yogyakarta,21:51,User_909,user909@gmail.com,84738467136,1997,Oppo,Shopping,Kota
Jakarta,20:39,User_910,user910@gmail.com,81927377620,1989,Redmi,Social Media,Desa
Semarang,3:01,User_911,user911@gmail.com,88452982102,1977,Redmi,Gaming,Desa
Denpasar,3:00,User_912,user912@gmail.com,87809608797,1992,Samsung,Gaming,Kota
Bandung,21:20,User_913,user913@gmail.com,84109886589,1976,Xiaomi,Social Media,Desa
Depok,4:03,User_914,user914@gmail.com,83133548576,1977,Apple,Streaming,Desa
Denpasar,14:08,User_915,user915@gmail.com,88593599501,1984,Samsung,Streaming,Desa
Jakarta,20:29,User_916,user916@gmail.com,88845919114,1992,Xiaomi,Social Media,Kota
Jakarta,19:39,User_917,user917@gmail.com,88493418445,1995,Redmi,Gaming,Kota
Yogyakarta,7:43,User_918,user918@gmail.com,83500217188,2010,Xiaomi,Shopping,Desa
Balikpapan,20:05,User_919,user919@gmail.com,81763022135,1997,Samsung,Social Media,Kota
Bekasi,12:17,User_920,user920@gmail.com,84183636635,1971,Redmi,Social Media,Kota
Bekasi,12:30,User_921,user921@gmail.com,85269976506,1976,Oppo,Social Media,Desa
Depok,18:58,User_922,user922@gmail.com,88803402583,1999,Redmi,Social Media,Desa
Denpasar,19:38,User_923,user923@gmail.com,86399958008,1977,Redmi,Streaming,Kota
Bekasi,2:29,User_924,user924@gmail.com,87144223024,2004,Vivo,Shopping,Kota
Bandung,18:07,User_925,user925@gmail.com,88538033893,1992,Vivo,Shopping,Kota
Jakarta,21:07,User_926,user926@gmail.com,81723354897,1993,Oppo,Shopping,Kota
